StreetName,FullAddress,Post_Code,County,Lat,Long,Nbrhd_Comm
Oakland,1776 Oakland Rd Unit 43,95131.0,Santa Clara,37.3865253,-121.8971893,
Oakland,1776 Oakland Rd Unit 44,95131.0,Santa Clara,37.3865253,-121.8972242,
Ruge,1057 Ruge Dr,95132.0,Santa Clara,37.38514087,-121.8579413,
Oakland,1776 Oakland Rd Unit 47,95131.0,Santa Clara,37.38644179,-121.8973224,
Oakland,1776 Oakland Rd Unit 49,95131.0,Santa Clara,37.38644072,-121.8973908,
Oakwood,1776 Oakwood Ave,95124.0,Santa Clara,37.2594274,-121.9148929,
Parkview Green,1776 Parkview Green Cir,95131.0,Santa Clara,37.37936858,-121.8825787,
Queenstown,1776 Queenstown Dr,95132.0,Santa Clara,37.40582116,-121.8622864,
Quimby,1776 Quimby Rd,95122.0,Santa Clara,37.32881819,-121.8194058,
Rymar,1057 Rymar Pl,95133.0,Santa Clara,37.38418308,-121.8599342,
Ridgetree,1776 Ridgetree Way,95131.0,Santa Clara,37.39976463,-121.8787,
Rogers,1776 Rogers Ave,95112.0,Santa Clara,37.37748299,-121.9093395,
Rosswood,1776 Rosswood Dr,95124.0,Santa Clara,37.25005092,-121.9146751,
7th,1776 S 7th St,95112.0,Santa Clara,37.31230082,-121.8630815,
King,1776 S King Rd,95122.0,Santa Clara,37.33168407,-121.8347327,
Topeka,1776 Topeka Ave,95126.0,Santa Clara,37.32885166,-121.9285882,
Tustin,1776 Tustin Dr,95122.0,Santa Clara,37.31283183,-121.8140767,
Valhalla,1776 Valhalla Ct,95132.0,Santa Clara,37.40469843,-121.8679597,
Cinco De Mayo,1776 Via Cinco De Mayo,95132.0,Santa Clara,37.40157182,-121.8784997,
Saddlewood,1057 Saddlewood Dr,95121.0,Santa Clara,37.31303887,-121.8390457,
Flores,1776 Via Flores Ct,95132.0,Santa Clara,37.40244004,-121.8777989,
Wayne,1776 Wayne Cir,95131.0,Santa Clara,37.38786283,-121.8967018,
Wema,1776 Wema Way,95124.0,Santa Clara,37.27066884,-121.9149471,
Westhaven,1776 Westhaven Dr,95132.0,Santa Clara,37.40686303,-121.8609001,
Whispering Willow,1776 Whispering Willow Pl,95125.0,Santa Clara,37.29201864,-121.9116361,
Willow Lake,1776 Willow Lake Ln,95131.0,Santa Clara,37.38625206,-121.8918904,
Willowhurst,1776 Willowhurst Ave,95125.0,Santa Clara,37.29323004,-121.9175075,
Woodridge,1776 Woodridge Way,95127.0,Santa Clara,37.34527021,-121.8111668,
Shenandoah,1057 Shenandoah Dr,95125.0,Santa Clara,37.28909688,-121.8843447,
Wyrick,1776 Wyrick Ave,95124.0,Santa Clara,37.25376048,-121.9151161,
McKinnon,17760 McKinnon Dr,95130.0,Santa Clara,37.29768468,-121.9817599,
McKinnon,17761 McKinnon Dr,95070.0,Santa Clara,37.29808573,-121.9813332,
Albert,1777 Albert Ave,95124.0,Santa Clara,37.25270426,-121.9152885,
Almaden,1777 Almaden Rd,95125.0,Santa Clara,37.30244194,-121.8803202,
Almaden,1777 Almaden Rd A,95125.0,Santa Clara,37.30244804,-121.8803436,
Almaden,1777 Almaden Rd B,95125.0,Santa Clara,37.30243725,-121.8803315,
Almaden,1777 Almaden Rd C,95125.0,Santa Clara,37.30244094,-121.8803345,
Almaden,1777 Almaden Rd D,95125.0,Santa Clara,37.302434,-121.8803165,
Alum Rock,1783 Alum Rock Ave,95116.0,Santa Clara,37.35371641,-121.8544051,
Sierra,1057 Sierra Rd,95131.0,Santa Clara,37.37118944,-121.8818269,
Angela,1777 Angela St,95125.0,Santa Clara,37.3042968,-121.8773574,
Balsa,1777 Balsa Ave,95124.0,Santa Clara,37.27157952,-121.9156325,
Barcelona,1777 Barcelona Ave,95124.0,Santa Clara,37.25348941,-121.9151698,
Biscayne,1777 Biscayne Way,95122.0,Santa Clara,37.33544794,-121.8358037,
Blossom Hill,1777 Blossom Hill Rd,95124.0,Santa Clara,37.23649584,-121.9154323,
Braddock,1777 Braddock Ct,95125.0,Santa Clara,37.29599432,-121.9230954,
Branham,1777 Branham Ln,95124.0,Santa Clara,37.25108259,-121.9151402,
De Plata,1777 Calle De Plata,95116.0,Santa Clara,37.35849451,-121.8566496,
Leonor,1777 Camino Leonor,95131.0,Santa Clara,37.38967611,-121.8891499,
Branham,100 Branham Ln E Unit 2203,95111.0,Santa Clara,37.26846522,-121.8216477,
10th,1057 S 10th St,95112.0,Santa Clara,37.32475453,-121.8696176,
Cape Coral,1777 Cape Coral Dr,95133.0,Santa Clara,37.37330253,-121.8690112,
Cape Hatteras,1777 Cape Hatteras Way,95133.0,Santa Clara,37.3714676,-121.866976,
Cape Jasmine,1777 Cape Jasmine Pl,95133.0,Santa Clara,37.37272669,-121.8685278,
Castro,1777 Castro Dr,95130.0,Santa Clara,37.28978502,-121.9810137,
Curtner,1777 Curtner Ave,95124.0,Santa Clara,37.27889565,-121.915374,
Daniel Maloney,1777 Daniel Maloney Dr,95121.0,Santa Clara,37.30555896,-121.8076287,
Darwin,1777 Darwin Way,95122.0,Santa Clara,37.33329341,-121.8333224,
Dolores,1777 Dolores Dr,95125.0,Santa Clara,37.29928267,-121.9171989,
Donna,1777 Donna Ln,95124.0,Santa Clara,37.26301113,-121.9149864,
11th,1057 S 11th St,95112.0,Santa Clara,37.32553299,-121.8685977,
Duffy,1777 Duffy Way,95116.0,Santa Clara,37.3497084,-121.8505727,
Duvall,1777 Duvall Dr,95130.0,Santa Clara,37.28978929,-121.9867002,
El Codo,1777 El Codo Way,95124.0,Santa Clara,37.27232049,-121.9157853,
Flickinger,1777 Flickinger Pl,95131.0,Santa Clara,37.39828502,-121.8842455,
Flint Creek,1777 Flint Creek Way,95148.0,Santa Clara,37.35273174,-121.7911963,
Foley,1777 Foley Ave,95122.0,Santa Clara,37.32928342,-121.8382608,
Gilda,1777 Gilda Way,95124.0,Santa Clara,37.2378725,-121.9164092,
Glen Una,1777 Glen Una Ave,95125.0,Santa Clara,37.29814134,-121.8899392,
Glenstone,1777 Glenstone Ct,95121.0,Santa Clara,37.30107925,-121.803441,
Hamilton,1777 Hamilton Ave,95125.0,Santa Clara,37.29492487,-121.9171608,
7th,1057 S 7th St,95112.0,Santa Clara,37.32331834,-121.8728175,
Hamilton,1777 Hamilton Ave Ste 101,95125.0,Santa Clara,37.2946413,-121.9172851,
Hamilton,1777 Hamilton Ave Ste 1030,95125.0,Santa Clara,37.29461467,-121.9172158,
Hamilton,1777 Hamilton Ave Ste 1040,95125.0,Santa Clara,37.29464046,-121.9173539,
Hamilton,1777 Hamilton Ave Ste 1060,95125.0,Santa Clara,37.29461342,-121.917319,
Hamilton,1777 Hamilton Ave Ste 1070,95125.0,Santa Clara,37.29463963,-121.9174226,
Hamilton,1777 Hamilton Ave Ste 1100,95125.0,Santa Clara,37.29466751,-121.9173888,
Hamilton,1777 Hamilton Ave Ste 1120,95125.0,Santa Clara,37.29461425,-121.9172502,
Hamilton,1777 Hamilton Ave Ste 1140,95125.0,Santa Clara,37.29466834,-121.91732,
Hamilton,1777 Hamilton Ave Ste 1180,95125.0,Santa Clara,37.29466917,-121.9172513,
Hamilton,1777 Hamilton Ave Ste 1190,95125.0,Santa Clara,37.29464171,-121.9172507,
9th,1057 S 9th St,95112.0,Santa Clara,37.32411066,-121.8703512,
Hamilton,1777 Hamilton Ave Ste 1200,95125.0,Santa Clara,37.29466876,-121.9172856,
Hamilton,1777 Hamilton Ave Ste 1250,95125.0,Santa Clara,37.29466709,-121.9174231,
Hamilton,1777 Hamilton Ave Ste 2000,95125.0,Santa Clara,37.29464379,-121.9170789,
Hamilton,1777 Hamilton Ave Ste 2010,95125.0,Santa Clara,37.2946155,-121.9171471,
Hamilton,1777 Hamilton Ave Ste 2030,95125.0,Santa Clara,37.29464338,-121.9171132,
Hamilton,1777 Hamilton Ave Ste 2040,95125.0,Santa Clara,37.29464213,-121.9172164,
Hamilton,1777 Hamilton Ave Ste 2060,95125.0,Santa Clara,37.29464462,-121.9170101,
Hamilton,1777 Hamilton Ave Ste 2080,95125.0,Santa Clara,37.29461259,-121.9173877,
Hamilton,1777 Hamilton Ave Ste 2100,95125.0,Santa Clara,37.29461591,-121.9171127,
Hamilton,1777 Hamilton Ave Ste 2140,95125.0,Santa Clara,37.29466668,-121.9174575,
Daniel,1057 S Daniel Way,95128.0,Santa Clara,37.30797862,-121.9417069,
Hamilton,1777 Hamilton Ave Ste 2160,95125.0,Santa Clara,37.29466959,-121.9172169,
Hamilton,1777 Hamilton Ave Ste 2170,95125.0,Santa Clara,37.29464254,-121.917182,
Hamilton,1777 Hamilton Ave Ste 2180,95125.0,Santa Clara,37.29464088,-121.9173195,
Hamilton,1777 Hamilton Ave Ste 2190,95125.0,Santa Clara,37.29464421,-121.9170445,
Hamilton,1777 Hamilton Ave Ste 2200,95125.0,Santa Clara,37.29461633,-121.9170784,
Hamilton,1777 Hamilton Ave Ste 2220,95125.0,Santa Clara,37.29464005,-121.9173882,
Hamilton,1777 Hamilton Ave Ste 2250,95125.0,Santa Clara,37.29464296,-121.9171476,
Hamilton,1777 Hamilton Ave Ste 2260,95125.0,Santa Clara,37.29463922,-121.917457,
Hamilton,1777 Hamilton Ave Ste 2280,95125.0,Santa Clara,37.294613,-121.9173533,
Hamilton,1777 Hamilton Ave Ste 2290,95125.0,Santa Clara,37.29461716,-121.9170096,
Summerain,1057 Summerain Ct,95122.0,Santa Clara,37.31972676,-121.8422379,
Hamilton,1777 Hamilton Ave Ste 2300,95125.0,Santa Clara,37.29461383,-121.9172846,
Hamilton,1777 Hamilton Ave Ste 2310,95125.0,Santa Clara,37.29461217,-121.9174221,
Hamilton,1777 Hamilton Ave Ste 2320,95125.0,Santa Clara,37.29461675,-121.917044,
Hamilton,1777 Hamilton Ave Ste 2340,95125.0,Santa Clara,37.29466793,-121.9173544,
Hamilton,1777 Hamilton Ave Ste 2350,95125.0,Santa Clara,37.29467,-121.9171825,
Hamilton,1777 Hamilton Ave Ste 2360,95125.0,Santa Clara,37.29461508,-121.9171815,
Hamilton,1777 Hamilton Ave Ste 2380,95125.0,Santa Clara,37.29461176,-121.9174565,
Hester,1777 Hester Ave,95128.0,Santa Clara,37.32416222,-121.9254449,
Hester,1777 Hester Ave Unit 10,95128.0,Santa Clara,37.32414154,-121.9252297,
Hester,1777 Hester Ave Unit 11,95128.0,Santa Clara,37.324169,-121.9252302,
Summershore,1057 Summershore Ct,95122.0,Santa Clara,37.31956188,-121.8429521,
Hester,1777 Hester Ave Unit 12,95128.0,Santa Clara,37.32414237,-121.9251609,
Hester,1777 Hester Ave Unit 13,95128.0,Santa Clara,37.32414112,-121.9252641,
Hester,1777 Hester Ave Unit 14,95128.0,Santa Clara,37.32416984,-121.9251614,
Hester,1777 Hester Ave Unit 15,95128.0,Santa Clara,37.32414196,-121.9251953,
Hester,1777 Hester Ave Unit 16,95128.0,Santa Clara,37.32419646,-121.9252307,
Hester,1777 Hester Ave Unit 19,95128.0,Santa Clara,37.32416942,-121.9251958,
Hester,1777 Hester Ave Unit 20,95128.0,Santa Clara,37.32416858,-121.9252646,
Hester,1777 Hester Ave Unit 9,95128.0,Santa Clara,37.32419604,-121.9252651,
Hillsdale,1777 Hillsdale Ave,95124.0,Santa Clara,37.26504316,-121.9158951,
Hopkins,1777 Hopkins Dr,95122.0,Santa Clara,37.33515146,-121.829731,
Summerwind,1057 Summerwind Ct,95132.0,Santa Clara,37.38759295,-121.8535189,
Hurstwood,1777 Hurstwood Ct,95121.0,Santa Clara,37.30048192,-121.8029415,
Infinity,1777 Infinity Way,95122.0,Santa Clara,37.32207847,-121.8507016,
Johnston,1777 Johnston Ave,95125.0,Santa Clara,37.30036653,-121.8860756,
Jonathan,1777 Jonathan Ave,95125.0,Santa Clara,37.2993153,-121.8876698,
Kirkmont,1777 Kirkmont Dr,95124.0,Santa Clara,37.28497393,-121.9161945,
Ledgewood,1777 Ledgewood Dr,95124.0,Santa Clara,37.26365144,-121.9154452,
Loch Ness,1777 Loch Ness Way,95121.0,Santa Clara,37.30616299,-121.8080398,
Lucca,1777 Lucca Pl,95138.0,Santa Clara,37.27833513,-121.777966,
Magnolia Lake,1777 Magnolia Lake Ct,95131.0,Santa Clara,37.38507578,-121.8938514,
Michon,1777 Michon Dr,95124.0,Santa Clara,37.2467035,-121.9153647,
Tekman,1057 Tekman Dr,95122.0,Santa Clara,37.31600243,-121.8388165,
Minas De Oro,1777 Minas De Oro,95116.0,Santa Clara,37.35900895,-121.8574306,
Morrill,1777 Morrill Ave,95132.0,Santa Clara,37.40486201,-121.8676483,
Mt Pleasant,1777 Mt Pleasant Rd,95148.0,Santa Clara,37.35130369,-121.798647,
Nelson,1777 Nelson Way,95124.0,Santa Clara,37.25915671,-121.9147169,
Newbury Park,1777 Newbury Park Dr Unit 201,95133.0,Santa Clara,37.36650834,-121.8670034,
Newbury Park,1777 Newbury Park Dr Unit 202,95133.0,Santa Clara,37.3664324,-121.8668199,
Newbury Park,1777 Newbury Park Dr Unit 203,95133.0,Santa Clara,37.36655404,-121.8669382,
Newbury Park,1777 Newbury Park Dr Unit 204,95133.0,Santa Clara,37.36650621,-121.8667471,
Terra Noble,1057 Terra Noble Way,95132.0,Santa Clara,37.39472094,-121.8374234,
Newbury Park,1777 Newbury Park Dr Unit 206,95133.0,Santa Clara,37.36658668,-121.8667925,
Newbury Park,1777 Newbury Park Dr Unit 208,95133.0,Santa Clara,37.36663313,-121.8668237,
Newbury Park,1777 Newbury Park Dr Unit 210,95133.0,Santa Clara,37.36673255,-121.8669196,
Newbury Park,1777 Newbury Park Dr Unit 212,95133.0,Santa Clara,37.36677048,-121.866969,
Newbury Park,1777 Newbury Park Dr Unit 213,95133.0,Santa Clara,37.36671866,-121.8671398,
Newbury Park,1777 Newbury Park Dr Unit 214,95133.0,Santa Clara,37.3668323,-121.8670267,
Newbury Park,1777 Newbury Park Dr Unit 215,95133.0,Santa Clara,37.36677503,-121.8672136,
Newbury Park,1777 Newbury Park Dr Unit 216,95133.0,Santa Clara,37.36687241,-121.8670666,
Newbury Park,1777 Newbury Park Dr Unit 218,95133.0,Santa Clara,37.36691757,-121.8671282,
Newbury Park,1777 Newbury Park Dr Unit 220,95133.0,Santa Clara,37.36696834,-121.8671706,
Branham,100 Branham Ln E Unit 2204,95111.0,Santa Clara,37.26855274,-121.8215484,
Thorndale,1057 Thorndale Ct,95121.0,Santa Clara,37.29325647,-121.8182649,
Newbury Park,1777 Newbury Park Dr Unit 222,95133.0,Santa Clara,37.36702143,-121.8672234,
Newbury Park,1777 Newbury Park Dr Unit 223,95133.0,Santa Clara,37.366856,-121.8672704,
Newbury Park,1777 Newbury Park Dr Unit 224,95133.0,Santa Clara,37.36696787,-121.8673592,
Newbury Park,1777 Newbury Park Dr Unit 225,95133.0,Santa Clara,37.36683064,-121.867322,
Newbury Park,1777 Newbury Park Dr Unit 226,95133.0,Santa Clara,37.3669351,-121.8674222,
Newbury Park,1777 Newbury Park Dr Unit 227,95133.0,Santa Clara,37.3667753,-121.867404,
Newbury Park,1777 Newbury Park Dr Unit 229,95133.0,Santa Clara,37.36672294,-121.8674705,
Newbury Park,1777 Newbury Park Dr Unit 230,95133.0,Santa Clara,37.36680248,-121.8676115,
Newbury Park,1777 Newbury Park Dr Unit 231,95133.0,Santa Clara,37.36666786,-121.8675482,
Newbury Park,1777 Newbury Park Dr Unit 232,95133.0,Santa Clara,37.36674839,-121.8676925,
Timber Crest,1057 Timber Crest Dr,95120.0,Santa Clara,37.22300331,-121.8593279,
Newbury Park,1777 Newbury Park Dr Unit 233,95133.0,Santa Clara,37.36664111,-121.8676007,
Newbury Park,1777 Newbury Park Dr Unit 234,95133.0,Santa Clara,37.36665831,-121.8677821,
Newbury Park,1777 Newbury Park Dr Unit 236,95133.0,Santa Clara,37.36659742,-121.8677363,
Newbury Park,1777 Newbury Park Dr Unit 238,95133.0,Santa Clara,37.36656058,-121.8676735,
Newbury Park,1777 Newbury Park Dr Unit 240,95133.0,Santa Clara,37.36651514,-121.8676269,
Newbury Park,1777 Newbury Park Dr Unit 241,95133.0,Santa Clara,37.36657779,-121.8674722,
Newbury Park,1777 Newbury Park Dr Unit 242,95133.0,Santa Clara,37.36646497,-121.8675727,
Newbury Park,1777 Newbury Park Dr Unit 243,95133.0,Santa Clara,37.36653138,-121.8674256,
Newbury Park,1777 Newbury Park Dr Unit 244,95133.0,Santa Clara,37.36640568,-121.8675221,
Newbury Park,1777 Newbury Park Dr Unit 246,95133.0,Santa Clara,37.36635345,-121.8674616,
Wallace,1057 Wallace Dr,95120.0,Santa Clara,37.22704257,-121.8643225,
Newbury Park,1777 Newbury Park Dr Unit 248,95133.0,Santa Clara,37.36629101,-121.8673938,
Newbury Park,1777 Newbury Park Dr Unit 250,95133.0,Santa Clara,37.36623705,-121.867341,
Newbury Park,1777 Newbury Park Dr Unit 251,95133.0,Santa Clara,37.36633815,-121.867265,
Newbury Park,1777 Newbury Park Dr Unit 252,95133.0,Santa Clara,37.36622272,-121.867159,
Newbury Park,1777 Newbury Park Dr Unit 253,95133.0,Santa Clara,37.36637313,-121.8672152,
Newbury Park,1777 Newbury Park Dr Unit 254,95133.0,Santa Clara,37.36625749,-121.8671028,
Newbury Park,1777 Newbury Park Dr Unit 256,95133.0,Santa Clara,37.36632171,-121.8670146,
Newbury Park,1777 Newbury Park Dr Unit 300,95133.0,Santa Clara,37.36641161,-121.8668878,
Newbury Park,1777 Newbury Park Dr Unit 301,95133.0,Santa Clara,37.36650101,-121.8669942,
Newbury Park,1777 Newbury Park Dr Unit 302,95133.0,Santa Clara,37.36644492,-121.8668351,
Weyburn,1057 Weyburn Ln,95129.0,Santa Clara,37.30797666,-122.0298367,
Newbury Park,1777 Newbury Park Dr Unit 303,95133.0,Santa Clara,37.36654724,-121.8669283,
Newbury Park,1777 Newbury Park Dr Unit 304,95133.0,Santa Clara,37.36651247,-121.8667602,
Newbury Park,1777 Newbury Park Dr Unit 306,95133.0,Santa Clara,37.36658295,-121.8667999,
Newbury Park,1777 Newbury Park Dr Unit 308,95133.0,Santa Clara,37.36662357,-121.8668363,
Newbury Park,1777 Newbury Park Dr Unit 309,95133.0,Santa Clara,37.3666209,-121.8670419,
Newbury Park,1777 Newbury Park Dr Unit 310,95133.0,Santa Clara,37.36672469,-121.8669283,
Newbury Park,1777 Newbury Park Dr Unit 311,95133.0,Santa Clara,37.36665674,-121.8670782,
Newbury Park,1777 Newbury Park Dr Unit 312,95133.0,Santa Clara,37.36676409,-121.8669792,
Newbury Park,1777 Newbury Park Dr Unit 313,95133.0,Santa Clara,37.36672638,-121.8671254,
Newbury Park,1777 Newbury Park Dr Unit 314,95133.0,Santa Clara,37.36682085,-121.8670371,
White Peach,1057 White Peach Way,95133.0,Santa Clara,37.38129861,-121.8634425,
Newbury Park,1777 Newbury Park Dr Unit 315,95133.0,Santa Clara,37.36678328,-121.8671997,
Newbury Park,1777 Newbury Park Dr Unit 316,95133.0,Santa Clara,37.36686575,-121.8670787,
Newbury Park,1777 Newbury Park Dr Unit 318,95133.0,Santa Clara,37.36691371,-121.8671355,
Newbury Park,1777 Newbury Park Dr Unit 320,95133.0,Santa Clara,37.36696514,-121.8671773,
Newbury Park,1777 Newbury Park Dr Unit 322,95133.0,Santa Clara,37.36701397,-121.8672338,
Newbury Park,1777 Newbury Park Dr Unit 323,95133.0,Santa Clara,37.36686435,-121.8672811,
Newbury Park,1777 Newbury Park Dr Unit 324,95133.0,Santa Clara,37.36696121,-121.8673465,
Newbury Park,1777 Newbury Park Dr Unit 325,95133.0,Santa Clara,37.36684157,-121.8673354,
Newbury Park,1777 Newbury Park Dr Unit 326,95133.0,Santa Clara,37.36692524,-121.8674082,
Newbury Park,1777 Newbury Park Dr Unit 327,95133.0,Santa Clara,37.36678623,-121.867414,
Whitebick,1057 Whitebick Dr,95129.0,Santa Clara,37.30741033,-122.0121372,
Newbury Park,1777 Newbury Park Dr Unit 329,95133.0,Santa Clara,37.36673333,-121.8674802,
Newbury Park,1777 Newbury Park Dr Unit 330,95133.0,Santa Clara,37.36679342,-121.8675994,
Newbury Park,1777 Newbury Park Dr Unit 331,95133.0,Santa Clara,37.36667758,-121.8675532,
Newbury Park,1777 Newbury Park Dr Unit 332,95133.0,Santa Clara,37.36673906,-121.8676831,
Newbury Park,1777 Newbury Park Dr Unit 333,95133.0,Santa Clara,37.36665311,-121.8676101,
Newbury Park,1777 Newbury Park Dr Unit 334,95133.0,Santa Clara,37.36666443,-121.8677683,
Newbury Park,1777 Newbury Park Dr Unit 336,95133.0,Santa Clara,37.36660648,-121.8677215,
Newbury Park,1777 Newbury Park Dr Unit 338,95133.0,Santa Clara,37.36656671,-121.8676588,
Newbury Park,1777 Newbury Park Dr Unit 340,95133.0,Santa Clara,37.3665274,-121.8676131,
Newbury Park,1777 Newbury Park Dr Unit 341,95133.0,Santa Clara,37.3665729,-121.8674883,
Wilmington,1057 Wilmington Ave,95129.0,Santa Clara,37.30800654,-121.9910658,
Newbury Park,1777 Newbury Park Dr Unit 342,95133.0,Santa Clara,37.3664733,-121.8675595,
Newbury Park,1777 Newbury Park Dr Unit 343,95133.0,Santa Clara,37.36652112,-121.8674437,
Newbury Park,1777 Newbury Park Dr Unit 344,95133.0,Santa Clara,37.36641487,-121.8675062,
Newbury Park,1777 Newbury Park Dr Unit 345,95133.0,Santa Clara,37.36647291,-121.8673625,
Newbury Park,1777 Newbury Park Dr Unit 346,95133.0,Santa Clara,37.36636064,-121.8674473,
Newbury Park,1777 Newbury Park Dr Unit 347,95133.0,Santa Clara,37.36643139,-121.8673229,
Newbury Park,1777 Newbury Park Dr Unit 348,95133.0,Santa Clara,37.36629753,-121.8673803,
Newbury Park,1777 Newbury Park Dr Unit 350,95133.0,Santa Clara,37.36625037,-121.8673201,
Newbury Park,1777 Newbury Park Dr Unit 351,95133.0,Santa Clara,37.36633216,-121.867255,
Newbury Park,1777 Newbury Park Dr Unit 352,95133.0,Santa Clara,37.36623554,-121.8671716,
Wilsham,1057 Wilsham Dr,95132.0,Santa Clara,37.38573404,-121.8552597,
Newbury Park,1777 Newbury Park Dr Unit 353,95133.0,Santa Clara,37.36636148,-121.8672042,
Newbury Park,1777 Newbury Park Dr Unit 354,95133.0,Santa Clara,37.36627655,-121.8671222,
Newbury Park,1777 Newbury Park Dr Unit 355,95133.0,Santa Clara,37.36642544,-121.8671381,
Newbury Park,1777 Newbury Park Dr Unit 356,95133.0,Santa Clara,37.36632864,-121.8670247,
Newbury Park,1777 Newbury Park Dr Unit 357,95133.0,Santa Clara,37.36645235,-121.8670961,
Newbury Park,1777 Newbury Park Dr Unit 400,95133.0,Santa Clara,37.36642054,-121.8668965,
Newbury Park,1777 Newbury Park Dr Unit 401,95133.0,Santa Clara,37.36649368,-121.866983,
Newbury Park,1777 Newbury Park Dr Unit 402,95133.0,Santa Clara,37.36644918,-121.8668475,
Newbury Park,1777 Newbury Park Dr Unit 403,95133.0,Santa Clara,37.36653885,-121.8669208,
Newbury Park,1777 Newbury Park Dr Unit 404,95133.0,Santa Clara,37.36652166,-121.8667712,
Windsor,1057 Windsor St,95129.0,Santa Clara,37.30818583,-122.0279236,
Newbury Park,1777 Newbury Park Dr Unit 406,95133.0,Santa Clara,37.36657869,-121.8668086,
Newbury Park,1777 Newbury Park Dr Unit 408,95133.0,Santa Clara,37.36661863,-121.8668434,
Newbury Park,1777 Newbury Park Dr Unit 409,95133.0,Santa Clara,37.36663623,-121.8670245,
Newbury Park,1777 Newbury Park Dr Unit 410,95133.0,Santa Clara,37.36671563,-121.866939,
Newbury Park,1777 Newbury Park Dr Unit 411,95133.0,Santa Clara,37.36667127,-121.8670537,
Newbury Park,1777 Newbury Park Dr Unit 412,95133.0,Santa Clara,37.36675623,-121.8669936,
Newbury Park,1777 Newbury Park Dr Unit 413,95133.0,Santa Clara,37.36673731,-121.8671123,
Newbury Park,1777 Newbury Park Dr Unit 414,95133.0,Santa Clara,37.36681552,-121.8670499,
Newbury Park,1777 Newbury Park Dr Unit 415,95133.0,Santa Clara,37.36679313,-121.8671883,
Newbury Park,1777 Newbury Park Dr Unit 416,95133.0,Santa Clara,37.36685695,-121.8670921,
Woodbine,1057 Woodbine Way,95117.0,Santa Clara,37.30628678,-121.9601988,
Newbury Park,1777 Newbury Park Dr Unit 418,95133.0,Santa Clara,37.36691091,-121.8671483,
Newbury Park,1777 Newbury Park Dr Unit 420,95133.0,Santa Clara,37.36695794,-121.8671917,
Newbury Park,1777 Newbury Park Dr Unit 422,95133.0,Santa Clara,37.36700837,-121.8672385,
Newbury Park,1777 Newbury Park Dr Unit 423,95133.0,Santa Clara,37.36687101,-121.8672885,
Newbury Park,1777 Newbury Park Dr Unit 424,95133.0,Santa Clara,37.36694949,-121.8673367,
Newbury Park,1777 Newbury Park Dr Unit 425,95133.0,Santa Clara,37.36684943,-121.8673438,
Newbury Park,1777 Newbury Park Dr Unit 426,95133.0,Santa Clara,37.36691351,-121.8673944,
Newbury Park,1777 Newbury Park Dr Unit 427,95133.0,Santa Clara,37.36679458,-121.8674227,
Newbury Park,1777 Newbury Park Dr Unit 429,95133.0,Santa Clara,37.36674119,-121.8674888,
Newbury Park,1777 Newbury Park Dr Unit 430,95133.0,Santa Clara,37.36678489,-121.8675917,
Branham,100 Branham Ln E Unit 2205,95111.0,Santa Clara,37.26872029,-121.8215082,
Woodview,1057 Woodview Pl,95120.0,Santa Clara,37.2080039,-121.8411608,
Newbury Park,1777 Newbury Park Dr Unit 431,95133.0,Santa Clara,37.36668424,-121.8675575,
Newbury Park,1777 Newbury Park Dr Unit 432,95133.0,Santa Clara,37.3667292,-121.8676742,
Newbury Park,1777 Newbury Park Dr Unit 433,95133.0,Santa Clara,37.3666599,-121.8676211,
Newbury Park,1777 Newbury Park Dr Unit 434,95133.0,Santa Clara,37.3666715,-121.8677611,
Newbury Park,1777 Newbury Park Dr Unit 436,95133.0,Santa Clara,37.36661607,-121.8677123,
Newbury Park,1777 Newbury Park Dr Unit 438,95133.0,Santa Clara,37.3665763,-121.8676491,
Newbury Park,1777 Newbury Park Dr Unit 440,95133.0,Santa Clara,37.36653299,-121.8675977,
Newbury Park,1777 Newbury Park Dr Unit 441,95133.0,Santa Clara,37.36656238,-121.8675019,
Newbury Park,1777 Newbury Park Dr Unit 442,95133.0,Santa Clara,37.36648077,-121.8675432,
Newbury Park,1777 Newbury Park Dr Unit 443,95133.0,Santa Clara,37.36651494,-121.8674543,
Emilie,10570 Emilie Dr,95127.0,Santa Clara,37.35961415,-121.8298669,
Newbury Park,1777 Newbury Park Dr Unit 444,95133.0,Santa Clara,37.36642313,-121.8674931,
Newbury Park,1777 Newbury Park Dr Unit 445,95133.0,Santa Clara,37.36646343,-121.8673758,
Newbury Park,1777 Newbury Park Dr Unit 446,95133.0,Santa Clara,37.36636571,-121.8674366,
Newbury Park,1777 Newbury Park Dr Unit 447,95133.0,Santa Clara,37.366425,-121.8673306,
Newbury Park,1777 Newbury Park Dr Unit 448,95133.0,Santa Clara,37.36630379,-121.8673696,
Newbury Park,1777 Newbury Park Dr Unit 450,95133.0,Santa Clara,37.36626036,-121.8673035,
Newbury Park,1777 Newbury Park Dr Unit 451,95133.0,Santa Clara,37.36632123,-121.8672446,
Newbury Park,1777 Newbury Park Dr Unit 452,95133.0,Santa Clara,37.3662446,-121.867182,
Newbury Park,1777 Newbury Park Dr Unit 453,95133.0,Santa Clara,37.36635215,-121.8671965,
Newbury Park,1777 Newbury Park Dr Unit 454,95133.0,Santa Clara,37.36628587,-121.8671325,
McVay,10570 McVay Ave,95127.0,Santa Clara,37.37208395,-121.8131038,
